model|var_def|population|Parameter|Estimate|LowerCL|UpperCL
no_cci#all|def03|prev_2018|def03_25  0|0.000000000||
no_cci#all|def03|prev_2018|male      1|-0.016119633|-0.017420069|-0.014819197
no_cci#all|def03|prev_2018|male      0|0.000000000||
no_cci#all|def03|prev_2018|age_g     1|-0.007126724|-0.009800813|-0.004452635
no_cci#all|def03|prev_2018|age_g     2|-0.007461524|-0.010070893|-0.004852154
no_cci#all|def03|prev_2018|age_g     3|-0.010468359|-0.013176070|-0.007760648
no_cci#all|def03|prev_2018|age_g     4|-0.013911742|-0.016554469|-0.011269014
no_cci#all|def03|prev_2018|age_g     5|0.022299510|0.019655949|0.024943072
no_cci#all|def03|prev_2018|age_g     6|0.107578527|0.104817703|0.110339350
no_cci#all|def03|prev_2018|age_g     7|0.229588222|0.226641092|0.232535353
no_cci#all|def03|prev_2018|age_g     8|0.597930562|0.593901762|0.601959362
no_cci#all|def03|prev_2018|age_g     9|1.584533576|1.576931671|1.592135482
no_cci#all|def03|prev_2018|age_g     0|0.000000000||
no_cci#sens|def03|prev_2018|Intercept|0.040446283|0.039476231|0.041416335
no_cci#sens|def03|prev_2018|def03_01  1|0.100440787|0.098716710|0.102164865
no_cci#sens|def03|prev_2018|def03_01  0|0.000000000||
no_cci#sens|def03|prev_2018|def03_02  1|0.027287802|0.025936485|0.028639120
no_cci#sens|def03|prev_2018|def03_02  0|0.000000000||
no_cci#sens|def03|prev_2018|def03_03  1|0.128445417|0.124850897|0.132039938
no_cci#sens|def03|prev_2018|def03_03  0|0.000000000||
no_cci#sens|def03|prev_2018|def03_04  1|0.153056417|0.148592956|0.157519879
no_cci#sens|def03|prev_2018|def03_04  0|0.000000000||
no_cci#sens|def03|prev_2018|def03_05  1|0.162253314|0.154978757|0.169527872
no_cci#sens|def03|prev_2018|def03_05  0|0.000000000||
no_cci#sens|def03|prev_2018|def03_06  1|0.294272334|0.291379035|0.297165634
no_cci#sens|def03|prev_2018|def03_06  0|0.000000000||
no_cci#sens|def03|prev_2018|def03_07  1|0.062943693|0.061953855|0.063933530
no_cci#sens|def03|prev_2018|def03_07  0|0.000000000||
no_cci#sens|def03|prev_2018|def03_08  1|0.014703702|0.013112893|0.016294512
no_cci#sens|def03|prev_2018|def03_08  0|0.000000000||
no_cci#sens|def03|prev_2018|def03_09  1|0.084309332|0.081372385|0.087246279
no_cci#sens|def03|prev_2018|def03_09  0|0.000000000||
no_cci#sens|def03|prev_2018|def03_10  1|0.074751110|0.069970590|0.079531631
no_cci#sens|def03|prev_2018|def03_10  0|0.000000000||
no_cci#sens|def03|prev_2018|def03_11  1|0.117526800|0.114971865|0.120081735
no_cci#sens|def03|prev_2018|def03_11  0|0.000000000||
no_cci#sens|def03|prev_2018|def03_12  1|0.024126152|0.023055121|0.025197183
no_cci#sens|def03|prev_2018|def03_12  0|0.000000000||
no_cci#sens|def03|prev_2018|def03_13  1|0.091525965|0.086821464|0.096230467
no_cci#sens|def03|prev_2018|def03_13  0|0.000000000||
no_cci#sens|def03|prev_2018|def03_14  1|0.057652215|0.053626329|0.061678101
no_cci#sens|def03|prev_2018|def03_14  0|0.000000000||
no_cci#sens|def03|prev_2018|def03_15  1|0.160881797|0.155645173|0.166118420
no_cci#sens|def03|prev_2018|def03_15  0|0.000000000||
no_cci#sens|def03|prev_2018|def03_16  1|0.139239218|0.132134162|0.146344275
no_cci#sens|def03|prev_2018|def03_16  0|0.000000000||
no_cci#sens|def03|prev_2018|def03_17  1|0.218143964|0.208293996|0.227993933
no_cci#sens|def03|prev_2018|def03_17  0|0.000000000||
no_cci#sens|def03|prev_2018|def03_18  1|0.182148234|0.177951440|0.186345028
no_cci#sens|def03|prev_2018|def03_18  0|0.000000000||
no_cci#sens|def03|prev_2018|def03_19  1|0.047255634|0.044605419|0.049905849
no_cci#sens|def03|prev_2018|def03_19  0|0.000000000||
no_cci#sens|def03|prev_2018|def03_20  1|0.191874493|0.188799766|0.194949220
no_cci#sens|def03|prev_2018|def03_20  0|0.000000000||
no_cci#sens|def03|prev_2018|def03_21  1|0.229425486|0.226705455|0.232145518
no_cci#sens|def03|prev_2018|def03_21  0|0.000000000||
no_cci#sens|def03|prev_2018|def03_22  1|0.066466787|0.065580508|0.067353067
no_cci#sens|def03|prev_2018|def03_22  0|0.000000000||
no_cci#sens|def03|prev_2018|def03_23  1|0.045395224|0.043908664|0.046881784
no_cci#sens|def03|prev_2018|def03_23  0|0.000000000||
no_cci#sens|def03|prev_2018|def03_24  1|0.189120974|0.187327975|0.190913972
no_cci#sens|def03|prev_2018|def03_24  0|0.000000000||
no_cci#sens|def03|prev_2018|def03_25  1|0.036387041|0.035011316|0.037762767
no_cci#sens|def03|prev_2018|def03_25  0|0.000000000||
no_cci#sens|def03|prev_2018|male      1|-0.013554863|-0.014173764|-0.012935962
no_cci#sens|def03|prev_2018|male      0|0.000000000||
no_cci#sens|def03|prev_2018|age_g     1|-0.007142742|-0.008410275|-0.005875209
no_cci#sens|def03|prev_2018|age_g     2|0.013887316|0.012650378|0.015124254
no_cci#sens|def03|prev_2018|age_g     3|0.016116024|0.014832295|0.017399752
no_cci#sens|def03|prev_2018|age_g     4|0.009415675|0.008162464|0.010668885
no_cci#sens|def03|prev_2018|age_g     5|0.039477032|0.038222748|0.040731317
no_cci#sens|def03|prev_2018|age_g     6|0.104072179|0.102760583|0.105383775
no_cci#sens|def03|prev_2018|age_g     7|0.195485971|0.194081443|0.196890498
no_cci#sens|def03|prev_2018|age_g     8|0.374523009|0.372566650|0.376479368
no_cci#sens|def03|prev_2018|age_g     9|0.773286954|0.769275920|0.777297988
no_cci#sens|def03|prev_2018|age_g     0|0.000000000||
cci#all|def03|prev_2018|Intercept|0.041865103|0.039837093|0.043893113
cci#all|def03|prev_2018|def03_01  1|0.144253500|0.140676880|0.147830120
cci#all|def03|prev_2018|def03_01  0|0.000000000||
cci#all|def03|prev_2018|def03_02  1|0.036803024|0.034017587|0.039588462
cci#all|def03|prev_2018|def03_02  0|0.000000000||
cci#all|def03|prev_2018|def03_03  1|0.237456076|0.230135691|0.244776462
cci#all|def03|prev_2018|def03_03  0|0.000000000||
cci#all|def03|prev_2018|def03_04  1|0.241384496|0.232280648|0.250488345
cci#all|def03|prev_2018|def03_04  0|0.000000000||
cci#all|def03|prev_2018|def03_05  1|0.083788308|0.068481699|0.099094917
cci#all|def03|prev_2018|def03_05  0|0.000000000||
cci#all|def03|prev_2018|def03_06  1|1.081744426|1.076308346|1.087180506
cci#all|def03|prev_2018|def03_06  0|0.000000000||
cci#all|def03|prev_2018|def03_07  1|0.102533478|0.100490050|0.104576907
cci#all|def03|prev_2018|def03_07  0|0.000000000||
cci#all|def03|prev_2018|def03_08  1|0.016952265|0.013645352|0.020259179
cci#all|def03|prev_2018|def03_08  0|0.000000000||
cci#all|def03|prev_2018|def03_09  1|0.152357891|0.146315894|0.158399889
cci#all|def03|prev_2018|def03_09  0|0.000000000||
cci#all|def03|prev_2018|def03_10  1|0.237146514|0.227273928|0.247019101
cci#all|def03|prev_2018|def03_10  0|0.000000000||
cci#all|def03|prev_2018|def03_11  1|0.247579082|0.242376240|0.252781924
cci#all|def03|prev_2018|def03_11  0|0.000000000||
cci#all|def03|prev_2018|def03_12  1|0.002827963|0.000602122|0.005053804
cci#all|def03|prev_2018|def03_12  0|0.000000000||
cci#all|def03|prev_2018|def03_13  1|0.186029433|0.176376045|0.195682820
cci#all|def03|prev_2018|def03_13  0|0.000000000||
cci#all|def03|prev_2018|def03_14  1|0.125950252|0.117671564|0.134228941
cci#all|def03|prev_2018|def03_14  0|0.000000000||
cci#all|def03|prev_2018|def03_15  1|0.354156462|0.343465305|0.364847619
cci#all|def03|prev_2018|def03_15  0|0.000000000||
cci#all|def03|prev_2018|def03_16  1|0.185768665|0.171189527|0.200347803
cci#all|def03|prev_2018|def03_16  0|0.000000000||
cci#all|def03|prev_2018|def03_17  1|0.534430174|0.514760360|0.554099988
cci#all|def03|prev_2018|def03_17  0|0.000000000||
cci#all|def03|prev_2018|def03_18  1|0.357928218|0.349600390|0.366256045
cci#all|def03|prev_2018|def03_18  0|0.000000000||
cci#all|def03|prev_2018|def03_19  1|0.068721419|0.063250376|0.074192463
cci#all|def03|prev_2018|def03_19  0|0.000000000||
cci#all|def03|prev_2018|def03_20  1|0.141557392|0.135222411|0.147892372
cci#all|def03|prev_2018|def03_20  0|0.000000000||
cci#all|def03|prev_2018|def03_21  1|0.512577494|0.507049060|0.518105928
cci#all|def03|prev_2018|def03_21  0|0.000000000||
cci#all|def03|prev_2018|def03_22  1|0.067534275|0.065698801|0.069369749
cci#all|def03|prev_2018|def03_22  0|0.000000000||
cci#all|def03|prev_2018|def03_23  1|0.054132407|0.051055159|0.057209655
cci#all|def03|prev_2018|def03_23  0|0.000000000||
cci#all|def03|prev_2018|def03_24  1|0.242101118|0.237787826|0.246414410
cci#all|def03|prev_2018|def03_24  0|0.000000000||
cci#all|def03|prev_2018|def03_25  1|0.058646708|0.055806350|0.061487065
cci#all|def03|prev_2018|def03_25  0|0.000000000||
cci#all|def03|prev_2018|cci_1     1|0.028625609|0.022180731|0.035070487
cci#all|def03|prev_2018|cci_1     0|0.000000000||
cci#all|def03|prev_2018|cci_2     1|0.307780636|0.301468990|0.314092282
cci#all|def03|prev_2018|cci_2     0|0.000000000||
cci#all|def03|prev_2018|cci_3     1|0.180929031|0.175504459|0.186353604
cci#all|def03|prev_2018|cci_3     0|0.000000000||
cci#all|def03|prev_2018|cci_4     1|0.197129262|0.192273442|0.201985083
cci#all|def03|prev_2018|cci_4     0|0.000000000||
cci#all|def03|prev_2018|cci_6     1|0.168437273|0.165310121|0.171564426
cci#all|def03|prev_2018|cci_6     0|0.000000000||
cci#all|def03|prev_2018|cci_7     1|0.080786735|0.075787707|0.085785764
cci#all|def03|prev_2018|cci_7     0|0.000000000||
cci#all|def03|prev_2018|cci_8     1|0.226875388|0.218906346|0.234844430
cci#all|def03|prev_2018|cci_8     0|0.000000000||
cci#all|def03|prev_2018|cci_9     1|0.162284667|0.153435618|0.171133715
cci#all|def03|prev_2018|cci_9     0|0.000000000||
cci#all|def03|prev_2018|cci_10    1|0.170207823|0.165730735|0.174684911
cci#all|def03|prev_2018|cci_10    0|0.000000000||
cci#all|def03|prev_2018|cci_11    1|0.822192213|0.805796633|0.838587793
cci#all|def03|prev_2018|cci_11    0|0.000000000||
cci#all|def03|prev_2018|cci_12    1|0.310393199|0.304127639|0.316658758
cci#all|def03|prev_2018|cci_12    0|0.000000000||
cci#all|def03|prev_2018|cci_13    1|0.235188889|0.228353507|0.242024272
cci#all|def03|prev_2018|cci_13    0|0.000000000||
cci#all|def03|prev_2018|cci_14    1|0.131187214|0.127801995|0.134572432
cci#all|def03|prev_2018|cci_14    0|0.000000000||
cci#all|def03|prev_2018|cci_15    1|0.684914014|0.668483844|0.701344183
cci#all|def03|prev_2018|cci_15    0|0.000000000||
cci#all|def03|prev_2018|cci_16    1|0.381393576|0.369632825|0.393154327
cci#all|def03|prev_2018|cci_16    0|0.000000000||
cci#all|def03|prev_2018|cci_17    1|0.497334401|0.478555624|0.516113177
cci#all|def03|prev_2018|cci_17    0|0.000000000||
cci#all|def03|prev_2018|cci_18    1|0.347805605|0.337066783|0.358544426
cci#all|def03|prev_2018|cci_18    0|0.000000000||
cci#all|def03|prev_2018|cci_19    1|0.027280467|0.006073931|0.048487003
cci#all|def03|prev_2018|cci_19    0|0.000000000||
cci#all|def03|prev_2018|male      1|-0.024449040|-0.025738257|-0.023159823
cci#all|def03|prev_2018|male      0|0.000000000||
cci#all|def03|prev_2018|age_g     1|-0.005766321|-0.008410152|-0.003122491
cci#all|def03|prev_2018|age_g     2|-0.001561704|-0.004143054|0.001019646
cci#all|def03|prev_2018|age_g     3|-0.005434423|-0.008113501|-0.002755344
cci#all|def03|prev_2018|age_g     4|-0.014925521|-0.017540976|-0.012310066
cci#all|def03|prev_2018|age_g     5|0.006334056|0.003713967|0.008954146
cci#all|def03|prev_2018|age_g     6|0.060797123|0.058043841|0.063550406
cci#all|def03|prev_2018|age_g     7|0.143069713|0.140087657|0.146051769
cci#all|def03|prev_2018|age_g     8|0.474210109|0.470131084|0.478289133
cci#all|def03|prev_2018|age_g     9|1.466937083|1.459364350|1.474509815
cci#all|def03|prev_2018|age_g     0|0.000000000||
cci#sens|def03|prev_2018|Intercept|0.036863927|0.035911009|0.037816846
cci#sens|def03|prev_2018|def03_01  1|0.077996286|0.076289887|0.079702685
cci#sens|def03|prev_2018|def03_01  0|0.000000000||
cci#sens|def03|prev_2018|def03_02  1|0.025553501|0.024229460|0.026877541
cci#sens|def03|prev_2018|def03_02  0|0.000000000||
cci#sens|def03|prev_2018|def03_03  1|0.131861787|0.128339927|0.135383647
cci#sens|def03|prev_2018|def03_03  0|0.000000000||
cci#sens|def03|prev_2018|def03_04  1|0.132612549|0.128235677|0.136989421
cci#sens|def03|prev_2018|def03_04  0|0.000000000||
cci#sens|def03|prev_2018|def03_05  1|0.083575124|0.076230974|0.090919275
cci#sens|def03|prev_2018|def03_05  0|0.000000000||
cci#sens|def03|prev_2018|def03_06  1|0.293175640|0.290339178|0.296012103
cci#sens|def03|prev_2018|def03_06  0|0.000000000||
cci#sens|def03|prev_2018|def03_07  1|0.053375740|0.052404834|0.054346645
cci#sens|def03|prev_2018|def03_07  0|0.000000000||
cci#sens|def03|prev_2018|def03_08  1|0.019910177|0.018351339|0.021469016
cci#sens|def03|prev_2018|def03_08  0|0.000000000||
cci#sens|def03|prev_2018|def03_09  1|0.081836057|0.078953510|0.084718604
cci#sens|def03|prev_2018|def03_09  0|0.000000000||
cci#sens|def03|prev_2018|def03_10  1|0.074666013|0.069982410|0.079349616
cci#sens|def03|prev_2018|def03_10  0|0.000000000||
cci#sens|def03|prev_2018|def03_11  1|0.103896174|0.101390011|0.106402337
cci#sens|def03|prev_2018|def03_11  0|0.000000000||
cci#sens|def03|prev_2018|def03_12  1|0.021113853|0.020063978|0.022163728
cci#sens|def03|prev_2018|def03_12  0|0.000000000||
cci#sens|def03|prev_2018|def03_13  1|0.074796678|0.070185256|0.079408099
cci#sens|def03|prev_2018|def03_13  0|0.000000000||
cci#sens|def03|prev_2018|def03_14  1|0.053236656|0.049291863|0.057181450
cci#sens|def03|prev_2018|def03_14  0|0.000000000||
cci#sens|def03|prev_2018|def03_15  1|0.161615189|0.156483603|0.166746776
cci#sens|def03|prev_2018|def03_15  0|0.000000000||
cci#sens|def03|prev_2018|def03_16  1|0.104676952|0.097712174|0.111641730
cci#sens|def03|prev_2018|def03_16  0|0.000000000||
cci#sens|def03|prev_2018|def03_17  1|0.202527424|0.192870774|0.212184074
cci#sens|def03|prev_2018|def03_17  0|0.000000000||
cci#sens|def03|prev_2018|def03_18  1|0.180637511|0.176525671|0.184749351
cci#sens|def03|prev_2018|def03_18  0|0.000000000||
cci#sens|def03|prev_2018|def03_19  1|0.049158988|0.046562423|0.051755553
cci#sens|def03|prev_2018|def03_19  0|0.000000000||
cci#sens|def03|prev_2018|def03_20  1|0.113903104|0.110861379|0.116944830
cci#sens|def03|prev_2018|def03_20  0|0.000000000||
cci#sens|def03|prev_2018|def03_21  1|0.229781207|0.227116014|0.232446401
cci#sens|def03|prev_2018|def03_21  0|0.000000000||
cci#sens|def03|prev_2018|def03_22  1|0.051807232|0.050936788|0.052677677
cci#sens|def03|prev_2018|def03_22  0|0.000000000||
cci#sens|def03|prev_2018|def03_23  1|0.043479171|0.042022643|0.044935699
cci#sens|def03|prev_2018|def03_23  0|0.000000000||
cci#sens|def03|prev_2018|def03_24  1|0.133056487|0.130978557|0.135134416
cci#sens|def03|prev_2018|def03_24  0|0.000000000||
cci#sens|def03|prev_2018|def03_25  1|0.032413193|0.031065082|0.033761304
cci#sens|def03|prev_2018|def03_25  0|0.000000000||
cci#sens|def03|prev_2018|cci_1     1|0.050928989|0.047841008|0.054016970
cci#sens|def03|prev_2018|cci_1     0|0.000000000||
cci#sens|def03|prev_2018|cci_2     1|0.217969700|0.214896179|0.221043221
cci#sens|def03|prev_2018|cci_2     0|0.000000000||
cci#sens|def03|prev_2018|cci_3     1|0.147384002|0.144769838|0.149998166
cci#sens|def03|prev_2018|cci_3     0|0.000000000||
cci#sens|def03|prev_2018|cci_4     1|0.054285819|0.051930519|0.056641120
cci#sens|def03|prev_2018|cci_4     0|0.000000000||
cci#sens|def03|prev_2018|cci_6     1|0.126021308|0.124531454|0.127511162
cci#sens|def03|prev_2018|cci_6     0|0.000000000||
cci#sens|def03|prev_2018|cci_7     1|0.081820304|0.079442593|0.084198016
cci#sens|def03|prev_2018|cci_7     0|0.000000000||
cci#sens|def03|prev_2018|cci_8     1|0.123516604|0.119637652|0.127395556
cci#sens|def03|prev_2018|cci_8     0|0.000000000||
cci#sens|def03|prev_2018|cci_9     1|0.083720788|0.079484812|0.087956764
cci#sens|def03|prev_2018|cci_9     0|0.000000000||
cci#sens|def03|prev_2018|cci_10    1|0.126812946|0.124669001|0.128956890
cci#sens|def03|prev_2018|cci_10    0|0.000000000||
cci#sens|def03|prev_2018|cci_11    1|0.347221467|0.339049959|0.355392975
cci#sens|def03|prev_2018|cci_11    0|0.000000000||
cci#sens|def03|prev_2018|cci_12    1|0.157828675|0.154784786|0.160872564
cci#sens|def03|prev_2018|cci_12    0|0.000000000||
cci#sens|def03|prev_2018|cci_13    1|0.152451302|0.149151730|0.155750874
cci#sens|def03|prev_2018|cci_13    0|0.000000000||
cci#sens|def03|prev_2018|cci_14    1|0.125584238|0.123967266|0.127201209
cci#sens|def03|prev_2018|cci_14    0|0.000000000||
cci#sens|def03|prev_2018|cci_15    1|0.165831166|0.157874882|0.173787450
cci#sens|def03|prev_2018|cci_15    0|0.000000000||
cci#sens|def03|prev_2018|cci_16    1|0.197549781|0.191858679|0.203240882
cci#sens|def03|prev_2018|cci_16    0|0.000000000||
cci#sens|def03|prev_2018|cci_17    1|0.249737884|0.240541836|0.258933933
cci#sens|def03|prev_2018|cci_17    0|0.000000000||
cci#sens|def03|prev_2018|cci_18    1|0.262117115|0.256964964|0.267269266
cci#sens|def03|prev_2018|cci_18    0|0.000000000||
cci#sens|def03|prev_2018|cci_19    1|0.020596034|0.010562446|0.030629622
cci#sens|def03|prev_2018|cci_19    0|0.000000000||
cci#sens|def03|prev_2018|male      1|-0.018446275|-0.019054304|-0.017838246
cci#sens|def03|prev_2018|male      0|0.000000000||
cci#sens|def03|prev_2018|age_g     1|-0.006154565|-0.007396480|-0.004912651
cci#sens|def03|prev_2018|age_g     2|0.017920131|0.016707478|0.019132785
cci#sens|def03|prev_2018|age_g     3|0.019295018|0.018036285|0.020553751
cci#sens|def03|prev_2018|age_g     4|0.008242522|0.007013384|0.009471660
cci#sens|def03|prev_2018|age_g     5|0.027738084|0.026506036|0.028970131
cci#sens|def03|prev_2018|age_g     6|0.070748233|0.069451754|0.072044711
cci#sens|def03|prev_2018|age_g     7|0.134143061|0.132734261|0.135551861
cci#sens|def03|prev_2018|age_g     8|0.288458489|0.286496392|0.290420586
cci#sens|def03|prev_2018|age_g     9|0.691530886|0.687575559|0.695486212
cci#sens|def03|prev_2018|age_g     0|0.000000000||
no_cci#all|def04|prev_2018|Intercept|0.025944756|0.023825472|0.028064040
no_cci#all|def04|prev_2018|def04_00  1|0.190646898|0.189252011|0.192041784
no_cci#all|def04|prev_2018|def04_00  0|0.000000000||
no_cci#all|def04|prev_2018|male      1|-0.003777332|-0.005094245|-0.002460419
no_cci#all|def04|prev_2018|male      0|0.000000000||
no_cci#all|def04|prev_2018|age_g     1|-0.014314960|-0.017085606|-0.011544314
no_cci#all|def04|prev_2018|age_g     2|-0.009551485|-0.012269456|-0.006833513
no_cci#all|def04|prev_2018|age_g     3|-0.008944903|-0.011762574|-0.006127233
no_cci#all|def04|prev_2018|age_g     4|-0.011128048|-0.013877200|-0.008378896
no_cci#all|def04|prev_2018|age_g     5|0.036878976|0.034132356|0.039625596
no_cci#all|def04|prev_2018|age_g     6|0.145452077|0.142588435|0.148315719
no_cci#all|def04|prev_2018|age_g     7|0.331078873|0.328049640|0.334108107
no_cci#all|def04|prev_2018|age_g     8|0.826422024|0.822363578|0.830480469
no_cci#all|def04|prev_2018|age_g     9|1.838284629|1.830495831|1.846073427
no_cci#all|def04|prev_2018|age_g     0|0.000000000||
no_cci#sens|def04|prev_2018|Intercept|0.029503898|0.028507910|0.030499887
no_cci#sens|def04|prev_2018|def04_00  1|0.115620757|0.114963698|0.116277816
no_cci#sens|def04|prev_2018|def04_00  0|0.000000000||
no_cci#sens|def04|prev_2018|male      1|-0.008085242|-0.008706589|-0.007463895
no_cci#sens|def04|prev_2018|male      0|0.000000000||
no_cci#sens|def04|prev_2018|age_g     1|-0.011925629|-0.013227499|-0.010623760
no_cci#sens|def04|prev_2018|age_g     2|0.010916509|0.009639418|0.012193601
no_cci#sens|def04|prev_2018|age_g     3|0.015543903|0.014219903|0.016867903
no_cci#sens|def04|prev_2018|age_g     4|0.010027452|0.008735429|0.011319475
no_cci#sens|def04|prev_2018|age_g     5|0.045217940|0.043926561|0.046509320
no_cci#sens|def04|prev_2018|age_g     6|0.116838294|0.115490126|0.118186462
no_cci#sens|def04|prev_2018|age_g     7|0.225232892|0.223801639|0.226664145
no_cci#sens|def04|prev_2018|age_g     8|0.433595915|0.431632026|0.435559804
no_cci#sens|def04|prev_2018|age_g     9|0.831588809|0.827497458|0.835680160
no_cci#sens|def04|prev_2018|age_g     0|0.000000000||
cci#all|def04|prev_2018|Intercept|0.028763620|0.026674567|0.030852673
cci#all|def04|prev_2018|def04_00  1|0.144625192|0.143236148|0.146014235
cci#all|def04|prev_2018|def04_00  0|0.000000000||
cci#all|def04|prev_2018|cci_1     1|0.024608277|0.017972349|0.031244205
cci#all|def04|prev_2018|cci_1     0|0.000000000||
cci#all|def04|prev_2018|cci_2     1|0.311562830|0.305065430|0.318060229
cci#all|def04|prev_2018|cci_2     0|0.000000000||
cci#all|def04|prev_2018|cci_3     1|0.188440658|0.182860026|0.194021290
cci#all|def04|prev_2018|cci_3     0|0.000000000||
cci#all|def04|prev_2018|cci_4     1|0.411557581|0.407355673|0.415759489
cci#all|def04|prev_2018|cci_4     0|0.000000000||
cci#all|def04|prev_2018|cci_6     1|0.195599717|0.192385957|0.198813476
cci#all|def04|prev_2018|cci_6     0|0.000000000||
cci#all|def04|prev_2018|cci_7     1|0.081269845|0.076125412|0.086414279
cci#all|def04|prev_2018|cci_7     0|0.000000000||
cci#all|def04|prev_2018|cci_8     1|0.295618598|0.287421960|0.303815237
cci#all|def04|prev_2018|cci_8     0|0.000000000||
cci#all|def04|prev_2018|cci_9     1|0.285767448|0.276723200|0.294811695
cci#all|def04|prev_2018|cci_9     0|0.000000000||
cci#all|def04|prev_2018|cci_10    1|0.211490571|0.206887445|0.216093698
cci#all|def04|prev_2018|cci_10    0|0.000000000||
cci#all|def04|prev_2018|cci_11    1|0.972091621|0.955753134|0.988430109
cci#all|def04|prev_2018|cci_11    0|0.000000000||
cci#all|def04|prev_2018|cci_12    1|0.325521181|0.319071507|0.331970856
cci#all|def04|prev_2018|cci_12    0|0.000000000||
cci#all|def04|prev_2018|cci_13    1|0.264160740|0.257145966|0.271175514
cci#all|def04|prev_2018|cci_13    0|0.000000000||
cci#all|def04|prev_2018|cci_14    1|0.127155803|0.123672789|0.130638816
cci#all|def04|prev_2018|cci_14    0|0.000000000||
cci#all|def04|prev_2018|cci_15    1|0.666482310|0.649564941|0.683399678
cci#all|def04|prev_2018|cci_15    0|0.000000000||
cci#all|def04|prev_2018|cci_16    1|0.377674566|0.365568312|0.389780819
cci#all|def04|prev_2018|cci_16    0|0.000000000||
cci#all|def04|prev_2018|cci_17    1|0.576718917|0.557435040|0.596002794
cci#all|def04|prev_2018|cci_17    0|0.000000000||
cci#all|def04|prev_2018|cci_18    1|0.337750053|0.326693443|0.348806664
cci#all|def04|prev_2018|cci_18    0|0.000000000||
cci#all|def04|prev_2018|cci_19    1|0.073785177|0.051957599|0.095612755
cci#all|def04|prev_2018|cci_19    0|0.000000000||
cci#all|def04|prev_2018|male      1|-0.019386488|-0.020685979|-0.018086997
cci#all|def04|prev_2018|male      0|0.000000000||
cci#all|def04|prev_2018|age_g     1|-0.006294897|-0.009019013|-0.003570782
cci#all|def04|prev_2018|age_g     2|0.005683203|0.003008973|0.008357433
cci#all|def04|prev_2018|age_g     3|0.003597077|0.000824456|0.006369698
cci#all|def04|prev_2018|age_g     4|-0.008967213|-0.011672793|-0.006261633
cci#all|def04|prev_2018|age_g     5|0.015224532|0.012517118|0.017931947
cci#all|def04|prev_2018|age_g     6|0.079660340|0.076816707|0.082503974
cci#all|def04|prev_2018|age_g     7|0.208825040|0.205762873|0.211887207
cci#all|def04|prev_2018|age_g     8|0.645224283|0.641106363|0.649342202
cci#all|def04|prev_2018|age_g     9|1.657077302|1.649341775|1.664812828
cci#all|def04|prev_2018|age_g     0|0.000000000||
cci#sens|def04|prev_2018|Intercept|0.029236734|0.028263562|0.030209906
cci#sens|def04|prev_2018|def04_00  1|0.091349710|0.090701344|0.091998076
cci#sens|def04|prev_2018|def04_00  0|0.000000000||
cci#sens|def04|prev_2018|cci_1     1|0.051221880|0.048069596|0.054374165
cci#sens|def04|prev_2018|cci_1     0|0.000000000||
cci#sens|def04|prev_2018|cci_2     1|0.222402261|0.219265337|0.225539185
cci#sens|def04|prev_2018|cci_2     0|0.000000000||
cci#sens|def04|prev_2018|cci_3     1|0.155099884|0.152433420|0.157766347
cci#sens|def04|prev_2018|cci_3     0|0.000000000||
cci#sens|def04|prev_2018|cci_4     1|0.146980070|0.144941145|0.149018994
cci#sens|def04|prev_2018|cci_4     0|0.000000000||
cci#sens|def04|prev_2018|cci_6     1|0.139909559|0.138391274|0.141427844
cci#sens|def04|prev_2018|cci_6     0|0.000000000||
cci#sens|def04|prev_2018|cci_7     1|0.084607103|0.082181183|0.087033023
cci#sens|def04|prev_2018|cci_7     0|0.000000000||
cci#sens|def04|prev_2018|cci_8     1|0.153324525|0.149368641|0.157280408
cci#sens|def04|prev_2018|cci_8     0|0.000000000||
cci#sens|def04|prev_2018|cci_9     1|0.143184022|0.138889319|0.147478725
cci#sens|def04|prev_2018|cci_9     0|0.000000000||
cci#sens|def04|prev_2018|cci_10    1|0.144154017|0.141968524|0.146339510
cci#sens|def04|prev_2018|cci_10    0|0.000000000||
cci#sens|def04|prev_2018|cci_11    1|0.419664707|0.411601161|0.427728254
cci#sens|def04|prev_2018|cci_11    0|0.000000000||
cci#sens|def04|prev_2018|cci_12    1|0.166667042|0.163560438|0.169773646
cci#sens|def04|prev_2018|cci_12    0|0.000000000||
cci#sens|def04|prev_2018|cci_13    1|0.168439602|0.165082444|0.171796760
cci#sens|def04|prev_2018|cci_13    0|0.000000000||
cci#sens|def04|prev_2018|cci_14    1|0.126404091|0.124754540|0.128053642
cci#sens|def04|prev_2018|cci_14    0|0.000000000||
cci#sens|def04|prev_2018|cci_15    1|0.162565577|0.154443513|0.170687641
cci#sens|def04|prev_2018|cci_15    0|0.000000000||
cci#sens|def04|prev_2018|cci_16    1|0.199992521|0.194184309|0.205800734
cci#sens|def04|prev_2018|cci_16    0|0.000000000||
cci#sens|def04|prev_2018|cci_17    1|0.286607170|0.277243025|0.295971315
cci#sens|def04|prev_2018|cci_17    0|0.000000000||
cci#sens|def04|prev_2018|cci_18    1|0.260955067|0.255695906|0.266214227
cci#sens|def04|prev_2018|cci_18    0|0.000000000||
cci#sens|def04|prev_2018|cci_19    1|0.044633251|0.034394351|0.054872152
cci#sens|def04|prev_2018|cci_19    0|0.000000000||
cci#sens|def04|prev_2018|male      1|-0.016194999|-0.016802695|-0.015587303
