model|var_def|population|Parameter|Estimate|LowerCL|UpperCL
cci#sens|def03|prev_2020|def03_22  0|0.000000000||
cci#sens|def03|prev_2020|def03_23  1|0.039615332|0.037905940|0.041324724
cci#sens|def03|prev_2020|def03_23  0|0.000000000||
cci#sens|def03|prev_2020|def03_24  1|0.206580291|0.203945854|0.209214728
cci#sens|def03|prev_2020|def03_24  0|0.000000000||
cci#sens|def03|prev_2020|def03_25  1|0.041507029|0.039884326|0.043129732
cci#sens|def03|prev_2020|def03_25  0|0.000000000||
cci#sens|def03|prev_2020|cci_1     1|0.046620494|0.043077788|0.050163199
cci#sens|def03|prev_2020|cci_1     0|0.000000000||
cci#sens|def03|prev_2020|cci_2     1|0.242623151|0.239126994|0.246119309
cci#sens|def03|prev_2020|cci_2     0|0.000000000||
cci#sens|def03|prev_2020|cci_3     1|0.161115028|0.158132354|0.164097703
cci#sens|def03|prev_2020|cci_3     0|0.000000000||
cci#sens|def03|prev_2020|cci_4     1|0.020947276|0.018171299|0.023723253
cci#sens|def03|prev_2020|cci_4     0|0.000000000||
cci#sens|def03|prev_2020|cci_6     1|0.140695568|0.138990264|0.142400873
cci#sens|def03|prev_2020|cci_6     0|0.000000000||
cci#sens|def03|prev_2020|cci_7     1|0.165963532|0.163275078|0.168651985
cci#sens|def03|prev_2020|cci_7     0|0.000000000||
cci#sens|def03|prev_2020|cci_8     1|0.130380005|0.125803098|0.134956913
cci#sens|def03|prev_2020|cci_8     0|0.000000000||
cci#sens|def03|prev_2020|cci_9     1|0.109750657|0.104958531|0.114542783
cci#sens|def03|prev_2020|cci_9     0|0.000000000||
cci#sens|def03|prev_2020|cci_10    1|0.153503547|0.151030464|0.155976629
cci#sens|def03|prev_2020|cci_10    0|0.000000000||
cci#sens|def03|prev_2020|cci_11    1|0.380966290|0.371587835|0.390344745
cci#sens|def03|prev_2020|cci_11    0|0.000000000||
cci#sens|def03|prev_2020|cci_12    1|0.218177821|0.214744827|0.221610815
cci#sens|def03|prev_2020|cci_12    0|0.000000000||
cci#sens|def03|prev_2020|cci_13    1|0.185714723|0.181922205|0.189507241
cci#sens|def03|prev_2020|cci_13    0|0.000000000||
cci#sens|def03|prev_2020|cci_14    1|0.212416865|0.210606070|0.214227660
cci#sens|def03|prev_2020|cci_14    0|0.000000000||
cci#sens|def03|prev_2020|cci_15    1|0.326155394|0.317177674|0.335133114
cci#sens|def03|prev_2020|cci_15    0|0.000000000||
cci#sens|def03|prev_2020|cci_16    1|0.378878134|0.372480626|0.385275642
cci#sens|def03|prev_2020|cci_16    0|0.000000000||
cci#sens|def03|prev_2020|cci_17    1|0.249641023|0.239152874|0.260129171
cci#sens|def03|prev_2020|cci_17    0|0.000000000||
cci#sens|def03|prev_2020|cci_18    1|0.479101735|0.472930122|0.485273348
cci#sens|def03|prev_2020|cci_18    0|0.000000000||
cci#sens|def03|prev_2020|cci_19    1|0.088768148|0.077442379|0.100093918
cci#sens|def03|prev_2020|cci_19    0|0.000000000||
cci#sens|def03|prev_2020|male      1|-0.022775381|-0.023470338|-0.022080424
cci#sens|def03|prev_2020|male      0|0.000000000||
cci#sens|def03|prev_2020|age_g     1|0.001450323|0.000016162|0.002884484
cci#sens|def03|prev_2020|age_g     2|0.025067067|0.023670700|0.026463433
cci#sens|def03|prev_2020|age_g     3|0.028954791|0.027509645|0.030399937
cci#sens|def03|prev_2020|age_g     4|0.013183413|0.011762317|0.014604508
cci#sens|def03|prev_2020|age_g     5|0.031796768|0.030381575|0.033211962
cci#sens|def03|prev_2020|age_g     6|0.077739821|0.076247777|0.079231865
cci#sens|def03|prev_2020|age_g     7|0.154051748|0.152458237|0.155645258
cci#sens|def03|prev_2020|age_g     8|0.316212017|0.314030224|0.318393810
cci#sens|def03|prev_2020|age_g     9|0.783327885|0.778847202|0.787808569
cci#sens|def03|prev_2020|age_g     0|0.000000000||
no_cci#all|def04|prev_2020|Intercept|0.028181017|0.025895247|0.030466786
no_cci#all|def04|prev_2020|def04_00  1|0.225622269|0.224123749|0.227120789
no_cci#all|def04|prev_2020|def04_00  0|0.000000000||
no_cci#all|def04|prev_2020|male      1|-0.005062619|-0.006471913|-0.003653325
no_cci#all|def04|prev_2020|male      0|0.000000000||
no_cci#all|def04|prev_2020|age_g     1|-0.015971307|-0.018958964|-0.012983650
no_cci#all|def04|prev_2020|age_g     2|-0.001968385|-0.004896041|0.000959272
no_cci#all|def04|prev_2020|age_g     3|-0.000963043|-0.003994370|0.002068284
no_cci#all|def04|prev_2020|age_g     4|-0.007514503|-0.010495989|-0.004533017
no_cci#all|def04|prev_2020|age_g     5|0.045961070|0.043000384|0.048921756
no_cci#all|def04|prev_2020|age_g     6|0.168352074|0.165257589|0.171446559
no_cci#all|def04|prev_2020|age_g     7|0.381976533|0.378754337|0.385198730
no_cci#all|def04|prev_2020|age_g     8|0.859798540|0.855540269|0.864056811
no_cci#all|def04|prev_2020|age_g     9|1.894773530|1.886440150|1.903106909
no_cci#all|def04|prev_2020|age_g     0|0.000000000||
no_cci#sens|def04|prev_2020|Intercept|0.034154413|0.032996593|0.035312233
no_cci#sens|def04|prev_2020|def04_00  1|0.137816737|0.137055584|0.138577890
no_cci#sens|def04|prev_2020|def04_00  0|0.000000000||
no_cci#sens|def04|prev_2020|male      1|-0.010158583|-0.010875340|-0.009441827
no_cci#sens|def04|prev_2020|male      0|0.000000000||
no_cci#sens|def04|prev_2020|age_g     1|-0.007734013|-0.009246928|-0.006221097
no_cci#sens|def04|prev_2020|age_g     2|0.011274036|0.009791261|0.012756811
no_cci#sens|def04|prev_2020|age_g     3|0.019839179|0.018303790|0.021374569
no_cci#sens|def04|prev_2020|age_g     4|0.012663628|0.011153260|0.014173995
no_cci#sens|def04|prev_2020|age_g     5|0.052471657|0.050971202|0.053972113
no_cci#sens|def04|prev_2020|age_g     6|0.136044699|0.134474303|0.137615094
no_cci#sens|def04|prev_2020|age_g     7|0.272292474|0.270651964|0.273932984
no_cci#sens|def04|prev_2020|age_g     8|0.502827116|0.500614547|0.505039684
no_cci#sens|def04|prev_2020|age_g     9|0.971984780|0.967310547|0.976659013
no_cci#sens|def04|prev_2020|age_g     0|0.000000000||
cci#all|def04|prev_2020|Intercept|0.030817672|0.028575152|0.033060192
cci#all|def04|prev_2020|def04_00  1|0.170789083|0.169301187|0.172276980
cci#all|def04|prev_2020|def04_00  0|0.000000000||
cci#all|def04|prev_2020|cci_1     1|0.031778334|0.024687021|0.038869647
cci#all|def04|prev_2020|cci_1     0|0.000000000||
cci#all|def04|prev_2020|cci_2     1|0.326728489|0.319831141|0.333625836
cci#all|def04|prev_2020|cci_2     0|0.000000000||
cci#all|def04|prev_2020|cci_3     1|0.215110037|0.209180126|0.221039948
cci#all|def04|prev_2020|cci_3     0|0.000000000||
cci#all|def04|prev_2020|cci_4     1|0.401674261|0.397211865|0.406136657
cci#all|def04|prev_2020|cci_4     0|0.000000000||
cci#all|def04|prev_2020|cci_6     1|0.212768775|0.209343692|0.216193859
cci#all|def04|prev_2020|cci_6     0|0.000000000||
cci#all|def04|prev_2020|cci_7     1|0.169213641|0.163801692|0.174625591
cci#all|def04|prev_2020|cci_7     0|0.000000000||
cci#all|def04|prev_2020|cci_8     1|0.299963568|0.290943665|0.308983471
cci#all|def04|prev_2020|cci_8     0|0.000000000||
cci#all|def04|prev_2020|cci_9     1|0.300424383|0.290889604|0.309959161
cci#all|def04|prev_2020|cci_9     0|0.000000000||
cci#all|def04|prev_2020|cci_10    1|0.243179405|0.238238420|0.248120391
cci#all|def04|prev_2020|cci_10    0|0.000000000||
cci#all|def04|prev_2020|cci_11    1|1.039240934|1.021681285|1.056800584
cci#all|def04|prev_2020|cci_11    0|0.000000000||
cci#all|def04|prev_2020|cci_12    1|0.493663348|0.486933920|0.500392776
cci#all|def04|prev_2020|cci_12    0|0.000000000||
cci#all|def04|prev_2020|cci_13    1|0.321266236|0.313777427|0.328755044
cci#all|def04|prev_2020|cci_13    0|0.000000000||
cci#all|def04|prev_2020|cci_14    1|0.233146356|0.229518573|0.236774139
cci#all|def04|prev_2020|cci_14    0|0.000000000||
cci#all|def04|prev_2020|cci_15    1|0.645085220|0.627323871|0.662846570
cci#all|def04|prev_2020|cci_15    0|0.000000000||
cci#all|def04|prev_2020|cci_16    1|0.712636837|0.700116153|0.725157521
cci#all|def04|prev_2020|cci_16    0|0.000000000||
cci#all|def04|prev_2020|cci_17    1|0.613044611|0.592590623|0.633498600
cci#all|def04|prev_2020|cci_17    0|0.000000000||
cci#all|def04|prev_2020|cci_18    1|0.645502072|0.633288685|0.657715458
cci#all|def04|prev_2020|cci_18    0|0.000000000||
cci#all|def04|prev_2020|cci_19    1|0.121847861|0.098913223|0.144782499
cci#all|def04|prev_2020|cci_19    0|0.000000000||
cci#all|def04|prev_2020|male      1|-0.022847187|-0.024231978|-0.021462395
cci#all|def04|prev_2020|male      0|0.000000000||
cci#all|def04|prev_2020|age_g     1|-0.008216335|-0.011140733|-0.005291936
cci#all|def04|prev_2020|age_g     2|0.015022324|0.012154703|0.017889945
cci#all|def04|prev_2020|age_g     3|0.012832266|0.009862742|0.015801789
cci#all|def04|prev_2020|age_g     4|-0.006564936|-0.009485817|-0.003644055
cci#all|def04|prev_2020|age_g     5|0.017322236|0.014417217|0.020227254
cci#all|def04|prev_2020|age_g     6|0.085916628|0.082859759|0.088973496
cci#all|def04|prev_2020|age_g     7|0.225978822|0.222736555|0.229221089
cci#all|def04|prev_2020|age_g     8|0.639630232|0.635328466|0.643931999
cci#all|def04|prev_2020|age_g     9|1.676602554|1.668365487|1.684839621
cci#all|def04|prev_2020|age_g     0|0.000000000||
cci#sens|def04|prev_2020|Intercept|0.033678446|0.032554977|0.034801915
cci#sens|def04|prev_2020|def04_00  1|0.107192328|0.106445120|0.107939537
cci#sens|def04|prev_2020|def04_00  0|0.000000000||
cci#sens|def04|prev_2020|cci_1     1|0.046164626|0.042543957|0.049785295
cci#sens|def04|prev_2020|cci_1     0|0.000000000||
cci#sens|def04|prev_2020|cci_2     1|0.249668143|0.246095887|0.253240400
cci#sens|def04|prev_2020|cci_2     0|0.000000000||
cci#sens|def04|prev_2020|cci_3     1|0.169905651|0.166859796|0.172951507
cci#sens|def04|prev_2020|cci_3     0|0.000000000||
cci#sens|def04|prev_2020|cci_4     1|0.157497793|0.155174052|0.159821535
cci#sens|def04|prev_2020|cci_4     0|0.000000000||
cci#sens|def04|prev_2020|cci_6     1|0.155015325|0.153275461|0.156755190
cci#sens|def04|prev_2020|cci_6     0|0.000000000||
cci#sens|def04|prev_2020|cci_7     1|0.168484490|0.165738302|0.171230678
cci#sens|def04|prev_2020|cci_7     0|0.000000000||
cci#sens|def04|prev_2020|cci_8     1|0.161514882|0.156841232|0.166188533
cci#sens|def04|prev_2020|cci_8     0|0.000000000||
cci#sens|def04|prev_2020|cci_9     1|0.164817715|0.159951349|0.169684082
cci#sens|def04|prev_2020|cci_9     0|0.000000000||
cci#sens|def04|prev_2020|cci_10    1|0.173294323|0.170769737|0.175818909
cci#sens|def04|prev_2020|cci_10    0|0.000000000||
cci#sens|def04|prev_2020|cci_11    1|0.479763085|0.470454906|0.489071264
cci#sens|def04|prev_2020|cci_11    0|0.000000000||
cci#sens|def04|prev_2020|cci_12    1|0.229777771|0.226270060|0.233285483
cci#sens|def04|prev_2020|cci_12    0|0.000000000||
cci#sens|def04|prev_2020|cci_13    1|0.205979036|0.202122071|0.209836001
cci#sens|def04|prev_2020|cci_13    0|0.000000000||
cci#sens|def04|prev_2020|cci_14    1|0.214022844|0.212173451|0.215872236
cci#sens|def04|prev_2020|cci_14    0|0.000000000||
cci#sens|def04|prev_2020|cci_15    1|0.323388207|0.314212843|0.332563570
cci#sens|def04|prev_2020|cci_15    0|0.000000000||
cci#sens|def04|prev_2020|cci_16    1|0.383328490|0.376791934|0.389865046
cci#sens|def04|prev_2020|cci_16    0|0.000000000||
cci#sens|def04|prev_2020|cci_17    1|0.293538115|0.282849188|0.304227043
cci#sens|def04|prev_2020|cci_17    0|0.000000000||
cci#sens|def04|prev_2020|cci_18    1|0.478536207|0.472228948|0.484843466
cci#sens|def04|prev_2020|cci_18    0|0.000000000||
cci#sens|def04|prev_2020|cci_19    1|0.111840880|0.100269934|0.123411825
cci#sens|def04|prev_2020|cci_19    0|0.000000000||
cci#sens|def04|prev_2020|male      1|-0.019499492|-0.020195993|-0.018802991
cci#sens|def04|prev_2020|male      0|0.000000000||
cci#sens|def04|prev_2020|age_g     1|-0.003558145|-0.005022743|-0.002093546
cci#sens|def04|prev_2020|age_g     2|0.021053068|0.019616662|0.022489473
cci#sens|def04|prev_2020|age_g     3|0.027156317|0.025668761|0.028643873
cci#sens|def04|prev_2020|age_g     4|0.011348489|0.009885082|0.012811896
cci#sens|def04|prev_2020|age_g     5|0.031820193|0.030364048|0.033276338
cci#sens|def04|prev_2020|age_g     6|0.080269253|0.078734799|0.081803708
cci#sens|def04|prev_2020|age_g     7|0.168857853|0.167225203|0.170490503
cci#sens|def04|prev_2020|age_g     8|0.359884218|0.357676025|0.362092411
cci#sens|def04|prev_2020|age_g     9|0.831353222|0.826790408|0.835916037
cci#sens|def04|prev_2020|age_g     0|0.000000000||
no_cci#all|def01|prev_2021|Intercept|0.055317347|0.053074144|0.057560550
no_cci#all|def01|prev_2021|def01_01  1|0.383051866|0.377567231|0.388536501
no_cci#all|def01|prev_2021|def01_01  0|0.000000000||
no_cci#all|def01|prev_2021|def01_02  1|0.081020075|0.076394428|0.085645722
no_cci#all|def01|prev_2021|def01_02  0|0.000000000||
no_cci#all|def01|prev_2021|def01_03  1|0.278066473|0.268403328|0.287729619
no_cci#all|def01|prev_2021|def01_03  0|0.000000000||
no_cci#all|def01|prev_2021|def01_04  1|0.437811641|0.426926171|0.448697112
no_cci#all|def01|prev_2021|def01_04  0|0.000000000||
no_cci#all|def01|prev_2021|def01_05  1|0.348851186|0.331872773|0.365829600
no_cci#all|def01|prev_2021|def01_05  0|0.000000000||
no_cci#all|def01|prev_2021|def01_06  1|1.586886421|1.579484307|1.594288534
no_cci#all|def01|prev_2021|def01_06  0|0.000000000||
no_cci#all|def01|prev_2021|def01_07  1|0.164827561|0.160909364|0.168745758
no_cci#all|def01|prev_2021|def01_07  0|0.000000000||
no_cci#all|def01|prev_2021|def01_08  1|0.060293649|0.056085477|0.064501821
no_cci#all|def01|prev_2021|def01_08  0|0.000000000||
no_cci#all|def01|prev_2021|def01_09  1|0.159302808|0.152284065|0.166321551
no_cci#all|def01|prev_2021|def01_09  0|0.000000000||
no_cci#all|def01|prev_2021|def01_10  1|0.357368810|0.346069143|0.368668477
no_cci#all|def01|prev_2021|def01_10  0|0.000000000||
no_cci#all|def01|prev_2021|def01_11  1|0.305108967|0.298959656|0.311258277
no_cci#all|def01|prev_2021|def01_11  0|0.000000000||
no_cci#all|def01|prev_2021|def01_12  1|0.042929741|0.038461136|0.047398346
no_cci#all|def01|prev_2021|def01_12  0|0.000000000||
no_cci#all|def01|prev_2021|def01_13  1|0.162315621|0.153344023|0.171287219
no_cci#all|def01|prev_2021|def01_13  0|0.000000000||
no_cci#all|def01|prev_2021|def01_14  1|0.173880400|0.164415344|0.183345457
no_cci#all|def01|prev_2021|def01_14  0|0.000000000||
no_cci#all|def01|prev_2021|def01_15  1|0.729888084|0.717758225|0.742017944
no_cci#all|def01|prev_2021|def01_15  0|0.000000000||
no_cci#all|def01|prev_2021|def01_16  1|0.345903724|0.329035093|0.362772354
no_cci#all|def01|prev_2021|def01_16  0|0.000000000||
no_cci#all|def01|prev_2021|def01_17  1|0.911160710|0.882834694|0.939486725
no_cci#all|def01|prev_2021|def01_17  0|0.000000000||
no_cci#all|def01|prev_2021|def01_18  1|1.136506911|1.122431660|1.150582162
no_cci#all|def01|prev_2021|def01_18  0|0.000000000||
no_cci#all|def01|prev_2021|def01_19  1|0.066487126|0.060118608|0.072855643
no_cci#all|def01|prev_2021|def01_19  0|0.000000000||
no_cci#all|def01|prev_2021|def01_20  1|0.409868978|0.402478862|0.417259094
no_cci#all|def01|prev_2021|def01_20  0|0.000000000||
no_cci#all|def01|prev_2021|def01_21  1|0.660372527|0.654020535|0.666724520
no_cci#all|def01|prev_2021|def01_21  0|0.000000000||
no_cci#all|def01|prev_2021|def01_22  1|0.136257665|0.131785252|0.140730079
no_cci#all|def01|prev_2021|def01_22  0|0.000000000||
no_cci#all|def01|prev_2021|def01_23  1|0.079971625|0.076444784|0.083498466
no_cci#all|def01|prev_2021|def01_23  0|0.000000000||
no_cci#all|def01|prev_2021|def01_24  1|0.553231007|0.548858627|0.557603386
no_cci#all|def01|prev_2021|def01_24  0|0.000000000||
no_cci#all|def01|prev_2021|def01_25  1|0.102499773|0.099121320|0.105878227
no_cci#all|def01|prev_2021|def01_25  0|0.000000000||
no_cci#all|def01|prev_2021|male      1|-0.032731521|-0.034123630|-0.031339412
no_cci#all|def01|prev_2021|male      0|0.000000000||
no_cci#all|def01|prev_2021|age_g     1|-0.000015166|-0.002956311|0.002925980
no_cci#all|def01|prev_2021|age_g     2|0.020213548|0.017358309|0.023068787
no_cci#all|def01|prev_2021|age_g     3|0.027274188|0.024344405|0.030203971
no_cci#all|def01|prev_2021|age_g     4|0.028217392|0.025335294|0.031099489
no_cci#all|def01|prev_2021|age_g     5|0.073749725|0.070905402|0.076594049
no_cci#all|def01|prev_2021|age_g     6|0.171712367|0.168741140|0.174683593
no_cci#all|def01|prev_2021|age_g     7|0.331557649|0.328455172|0.334660126
no_cci#all|def01|prev_2021|age_g     8|0.684383874|0.680246009|0.688521739
no_cci#all|def01|prev_2021|age_g     9|1.664637455|1.656464466|1.672810444
no_cci#all|def01|prev_2021|age_g     0|0.000000000||
no_cci#sens|def01|prev_2021|Intercept|0.051545961|0.050408819|0.052683104
no_cci#sens|def01|prev_2021|def01_01  1|0.200821363|0.197961438|0.203681287
no_cci#sens|def01|prev_2021|def01_01  0|0.000000000||
no_cci#sens|def01|prev_2021|def01_02  1|0.058635062|0.056265550|0.061004574
no_cci#sens|def01|prev_2021|def01_02  0|0.000000000||
no_cci#sens|def01|prev_2021|def01_03  1|0.151664084|0.146633526|0.156694642
no_cci#sens|def01|prev_2021|def01_03  0|0.000000000||
no_cci#sens|def01|prev_2021|def01_04  1|0.253650213|0.247975613|0.259324812
no_cci#sens|def01|prev_2021|def01_04  0|0.000000000||
no_cci#sens|def01|prev_2021|def01_05  1|0.218240765|0.209457437|0.227024093
no_cci#sens|def01|prev_2021|def01_05  0|0.000000000||
no_cci#sens|def01|prev_2021|def01_06  1|0.608910592|0.604567462|0.613253722
no_cci#sens|def01|prev_2021|def01_06  0|0.000000000||
no_cci#sens|def01|prev_2021|def01_07  1|0.098178585|0.096156457|0.100200713
no_cci#sens|def01|prev_2021|def01_07  0|0.000000000||
no_cci#sens|def01|prev_2021|def01_08  1|0.040026496|0.037884204|0.042168788
no_cci#sens|def01|prev_2021|def01_08  0|0.000000000||
no_cci#sens|def01|prev_2021|def01_09  1|0.067453977|0.063834696|0.071073259
no_cci#sens|def01|prev_2021|def01_09  0|0.000000000||
no_cci#sens|def01|prev_2021|def01_10  1|0.078329311|0.072520172|0.084138451
no_cci#sens|def01|prev_2021|def01_10  0|0.000000000||
no_cci#sens|def01|prev_2021|def01_11  1|0.142289816|0.139089998|0.145489635
no_cci#sens|def01|prev_2021|def01_11  0|0.000000000||
no_cci#sens|def01|prev_2021|def01_12  1|0.059014434|0.056738963|0.061289904
no_cci#sens|def01|prev_2021|def01_12  0|0.000000000||
no_cci#sens|def01|prev_2021|def01_13  1|0.079838285|0.075230855|0.084445715
no_cci#sens|def01|prev_2021|def01_13  0|0.000000000||
no_cci#sens|def01|prev_2021|def01_14  1|0.057054004|0.052184546|0.061923462
no_cci#sens|def01|prev_2021|def01_14  0|0.000000000||
no_cci#sens|def01|prev_2021|def01_15  1|0.478569782|0.472262330|0.484877234
no_cci#sens|def01|prev_2021|def01_15  0|0.000000000||
no_cci#sens|def01|prev_2021|def01_16  1|0.204865963|0.196157716|0.213574210
no_cci#sens|def01|prev_2021|def01_16  0|0.000000000||
no_cci#sens|def01|prev_2021|def01_17  1|0.361198231|0.345958094|0.376438369
no_cci#sens|def01|prev_2021|def01_17  0|0.000000000||
no_cci#sens|def01|prev_2021|def01_18  1|0.521419737|0.513584559|0.529254916
no_cci#sens|def01|prev_2021|def01_18  0|0.000000000||
no_cci#sens|def01|prev_2021|def01_19  1|0.028158418|0.024893609|0.031423226
no_cci#sens|def01|prev_2021|def01_19  0|0.000000000||
no_cci#sens|def01|prev_2021|def01_20  1|0.272519501|0.268668032|0.276370969
no_cci#sens|def01|prev_2021|def01_20  0|0.000000000||
no_cci#sens|def01|prev_2021|def01_21  1|0.252662405|0.249344994|0.255979815
no_cci#sens|def01|prev_2021|def01_21  0|0.000000000||
no_cci#sens|def01|prev_2021|def01_22  1|0.113944003|0.111658584|0.116229423
no_cci#sens|def01|prev_2021|def01_22  0|0.000000000||
no_cci#sens|def01|prev_2021|def01_23  1|0.056969553|0.055167646|0.058771460
no_cci#sens|def01|prev_2021|def01_23  0|0.000000000||
no_cci#sens|def01|prev_2021|def01_24  1|0.286814250|0.284510845|0.289117654
no_cci#sens|def01|prev_2021|def01_24  0|0.000000000||
no_cci#sens|def01|prev_2021|def01_25  1|0.054118583|0.052386102|0.055851064
no_cci#sens|def01|prev_2021|def01_25  0|0.000000000||
no_cci#sens|def01|prev_2021|male      1|-0.027389732|-0.028098179|-0.026681285
no_cci#sens|def01|prev_2021|male      0|0.000000000||
